"Notes","States","States Code","Year","Year Code","Disease","Disease Code",Case Count
,"Alaska","02","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable","10592",3
,"Alaska","02","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype","10597",0
,"Alaska","02","2023","2023","Hansen's disease","10380",0
,"Alaska","02","2023","2023","Hantavirus infection, non-hantavirus pulmonary syndrome","11610",0
,"Alaska","02","2023","2023","Hantavirus pulmonary syndrome","11590",0
,"Alaska","02","2023","2023","Hemolytic uremic syndrome post-diarrheal","11550",0
,"Alaska","02","2023","2023","Hepatitis, A","10110",0
,"Alaska","02","2023","2023","Hepatitis, B, acute","10100",3
,"Alaska","02","2023","2023","Hepatitis, B, perinatal infection","10104",0
,"Alaska","02","2023","2023","Hepatitis, C, acute","10101",Not Reportable
,"Alaska","02","2023","2023","Hepatitis, C, acute, Confirmed","50228",Not Reportable
,"Alaska","02","2023","2023","Hepatitis, C, acute, Probable","50229",Not Reportable
,"Alaska","02","2023","2023","Hepatitis, C, perinatal infection","50248",1
,"Alaska","02","2023","2023","Human immunodeficiency virus diagnoses","10560",28
,"Alaska","02","2023","2023","Influenza-associated pediatric mortality","11061",1
,"Alaska","02","2023","2023","Invasive pneumococcal disease, All ages","11723",230
,"Alaska","02","2023","2023","Invasive pneumococcal disease, All ages, Confirmed","50230",230
,"Alaska","02","2023","2023","Invasive pneumococcal disease, All ages, Probable","50231",0
,"Alaska","02","2023","2023","Invasive pneumococcal disease, Age <5 years","11722",5
,"Alaska","02","2023","2023","Invasive pneumococcal disease, Age <5 years, Confirmed","50232",5
,"Alaska","02","2023","2023","Invasive pneumococcal disease, Age <5 years, Probable","50233",0
,"Alaska","02","2023","2023","Legionellosis","10490",5
,"Alaska","02","2023","2023","Leptospirosis","10390",0
,"Alaska","02","2023","2023","Listeriosis, Total","10640",2
,"Alaska","02","2023","2023","Listeriosis, Confirmed","10641",2
,"Alaska","02","2023","2023","Listeriosis, Probable","10642",0
,"Alaska","02","2023","2023","Lyme disease, Total","11080",2
,"Alaska","02","2023","2023","Lyme disease, Confirmed","11081",2
,"Alaska","02","2023","2023","Lyme disease, Probable","11082",0
,"Alaska","02","2023","2023","Malaria","10130",2
,"Alaska","02","2023","2023","Measles, Total","10140",0
,"Alaska","02","2023","2023","Measles, Indigenous","10500",0
,"Alaska","02","2023","2023","Measles, Imported","10510",0
,"Alaska","02","2023","2023","Melioidosis","11585",0
,"Alaska","02","2023","2023","Meningococcal disease, All serogroups","10150",2
,"Alaska","02","2023","2023","Meningococcal disease, Serogroups ACWY","10151",1
,"Alaska","02","2023","2023","Meningococcal disease, Serogroup B","10152",0
,"Alaska","02","2023","2023","Meningococcal disease, Other serogroups","10153",1
,"Alaska","02","2023","2023","Meningococcal disease, Unknown serogroup","10154",0
,"Alaska","02","2023","2023","Mpox","11801",0
,"Alaska","02","2023","2023","Mumps","10180",1
,"Alaska","02","2023","2023","Novel Influenza A virus infections","11062",0
,"Alaska","02","2023","2023","Paratyphoid fever","50236",0
,"Alaska","02","2023","2023","Pertussis","10190",26
,"Alaska","02","2023","2023","Plague","10440",0
,"Alaska","02","2023","2023","Poliomyelitis, paralytic","10410",0
,"Alaska","02","2023","2023","Poliovirus infection, nonparalytic","10405",0
,"Alaska","02","2023","2023","Psittacosis","10450",0
,"Alaska","02","2023","2023","Q fever, Total","10259",0
,"Alaska","02","2023","2023","Q fever, Acute","10257",0
,"Alaska","02","2023","2023","Q fever, Chronic","10258",0
,"Alaska","02","2023","2023","Rabies, Animal","10340",46
,"Alaska","02","2023","2023","Rabies, Human","10460",0
,"Alaska","02","2023","2023","Rubella","10200",0
,"Alaska","02","2023","2023","Rubella, congenital syndrome","10370",0
,"Alaska","02","2023","2023","Salmonella Paratyphi infection","50266",0
,"Alaska","02","2023","2023","Salmonella Typhi infection","50267",1
,"Alaska","02","2023","2023","Salmonellosis","11000",0
,"Alaska","02","2023","2023","Salmonellosis (excluding paratyphoid fever and typhoid fever)","50242",0
,"Alaska","02","2023","2023","Salmonellosis (excluding S. Typhi infection and S. Paratyphi infection)","50265",89
,"Alaska","02","2023","2023","Severe acute respiratory syndrome-associated coronavirus disease","10575",0
,"Alaska","02","2023","2023","Shiga toxin-producing Escherichia coli (STEC)","11563",13
,"Alaska","02","2023","2023","Shigellosis","11010",8
,"Alaska","02","2023","2023","Smallpox","11800",0
,"Alaska","02","2023","2023","Spotted fever rickettsiosis, Total","10250",Not Reportable
,"Alaska","02","2023","2023","Spotted fever rickettsiosis, Confirmed","10253",Not Reportable
,"Alaska","02","2023","2023","Spotted fever rickettsiosis, Probable","10254",Not Reportable
,"Alaska","02","2023","2023","Streptococcal toxic shock syndrome","11700",Not Reportable
,"Alaska","02","2023","2023","Syphilis, Total, all stages","10399",402
,"Alaska","02","2023","2023","Syphilis, Congenital","10316",10
,"Alaska","02","2023","2023","Syphilis, Primary and secondary","10310",165
,"Alaska","02","2023","2023","Tetanus","10210",0
,"Alaska","02","2023","2023","Toxic shock syndrome (other than Streptococcal)","10520",Not Reportable
,"Alaska","02","2023","2023","Trichinellosis","10270",0
,"Alaska","02","2023","2023","Tuberculosis","10220",77
,"Alaska","02","2023","2023","Tularemia","10230",1
,"Alaska","02","2023","2023","Typhoid fever","10240",0
,"Alaska","02","2023","2023","Vancomycin-intermediate Staphylococcus aureus","11663",Not Reportable
,"Alaska","02","2023","2023","Vancomycin-resistant Staphylococcus aureus","11665",0
,"Alaska","02","2023","2023","Varicella morbidity","10030",20
,"Alaska","02","2023","2023","Varicella mortality","10031",0
,"Alaska","02","2023","2023","Vibriosis, Total","11545",6
,"Alaska","02","2023","2023","Vibriosis, Confirmed","50234",6
,"Alaska","02","2023","2023","Vibriosis, Probable","50235",0
,"Alaska","02","2023","2023","Viral hemorrhagic fevers","11647",0
,"Alaska","02","2023","2023","Viral hemorrhagic fevers, Chapare virus","11649",0
,"Alaska","02","2023","2023","Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus","11640",0
,"Alaska","02","2023","2023","Viral hemorrhagic fevers, Ebola virus","11630",0
,"Alaska","02","2023","2023","Viral hemorrhagic fevers, Guanarito virus","11648",0
,"Alaska","02","2023","2023","Viral hemorrhagic fevers, Junin virus","11638",0
,"Alaska","02","2023","2023","Viral hemorrhagic fevers, Lassa virus","11632",0
,"Alaska","02","2023","2023","Viral hemorrhagic fevers, Lujo virus","11644",0
,"Alaska","02","2023","2023","Viral hemorrhagic fevers, Machupo virus","11637",0
,"Alaska","02","2023","2023","Viral hemorrhagic fevers, Marburg virus","11631",0
,"Alaska","02","2023","2023","Viral hemorrhagic fevers, Sabia virus","11639",0
,"Alaska","02","2023","2023","Yellow fever","10660",0
,"Alaska","02","2023","2023","Zika virus, Zika virus disease, congenital","50224",0
,"Alaska","02","2023","2023","Zika virus, Zika virus disease, non-congenital","50223",0
,"Alaska","02","2023","2023","Zika virus, Zika virus infection, congenital","50222",0
,"Alaska","02","2023","2023","Zika virus, Zika virus infection, non-congenital","50221",0
,"Arizona","04","2023","2023","Anthrax","10350",0
,"Arizona","04","2023","2023","Arboviral diseases, Chikungunya virus disease","10073",0
,"Arizona","04","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive","10053",0
,"Arizona","04","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive","10062",0
,"Arizona","04","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive","10078",0
,"Arizona","04","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive","10079",0
,"Arizona","04","2023","2023","Arboviral diseases, La Crosse  virus disease, Neuroinvasive","10081",0
,"Arizona","04","2023","2023","Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive","10082",0
,"Arizona","04","2023","2023","Arboviral diseases, Powassan virus disease, Neuroinvasive","10057",0
,"Arizona","04","2023","2023","Arboviral diseases, Powassan virus disease, Non-neuroinvasive","10063",0
,"Arizona","04","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive","10051",0
,"Arizona","04","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive","10064",0
,"Arizona","04","2023","2023","Arboviral diseases, West Nile virus disease, Neuroinvasive","10056",64
,"Arizona","04","2023","2023","Arboviral diseases, West Nile virus disease, Non-neuroinvasive","10049",18
,"Arizona","04","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive","10052",0
,"Arizona","04","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive","10065",0
,"Arizona","04","2023","2023","Babesiosis, Total","12010",3
,"Arizona","04","2023","2023","Babesiosis, Confirmed","12011",3
,"Arizona","04","2023","2023","Babesiosis, Probable","12012",0
,"Arizona","04","2023","2023","Botulism, Total","10360",4
,"Arizona","04","2023","2023","Botulism, Foodborne","10530",0
,"Arizona","04","2023","2023","Botulism, Infant","10540",4
,"Arizona","04","2023","2023","Botulism, Other (wound & unspecified)","10550",0
,"Arizona","04","2023","2023","Brucellosis","10020",3
,"Arizona","04","2023","2023","Campylobacteriosis","11020",1361
,"Arizona","04","2023","2023","Candida auris, clinical","50263",124
,"Arizona","04","2023","2023","Candida auris, screening","50264",77
,"Arizona","04","2023","2023","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae","50244",0
,"Arizona","04","2023","2023","Carbapenemase-Producing Organisms (CPO),Total","50272",854
,"Arizona","04","2023","2023","Chancroid","10273",0
,"Arizona","04","2023","2023","Chlamydia trachomatis infection","10274",41058
,"Arizona","04","2023","2023","Cholera","10470",0
,"Arizona","04","2023","2023","Coccidioidomycosis","11900",10990
,"Arizona","04","2023","2023","Coccidioidomycosis, confirmed","11901",10990
,"Arizona","04","2023","2023","Coccidioidomycosis, probable","11902",0
,"Arizona","04","2023","2023","Coronavirus Disease 2019 (COVID-19), Total","11065",169305
,"Arizona","04","2023","2023","Coronavirus Disease 2019 (COVID-19), Confirmed","11067",110761
,"Arizona","04","2023","2023","Coronavirus Disease 2019 (COVID-19), Probable","11068",58544
,"Arizona","04","2023","2023","Cryptosporidiosis, Total","11580",129
,"Arizona","04","2023","2023","Cryptosporidiosis, Confirmed","11582",104
,"Arizona","04","2023","2023","Cryptosporidiosis, Probable","11583",25
,"Arizona","04","2023","2023","Cyclosporiasis","11575",85
,"Arizona","04","2023","2023","Dengue virus infections, Dengue","10680",31
,"Arizona","04","2023","2023","Dengue virus infections, Dengue-like illness","11704",0
,"Arizona","04","2023","2023","Dengue virus infections, Severe dengue","11705",0
,"Arizona","04","2023","2023","Diphtheria","10040",0
,"Arizona","04","2023","2023","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","11090",8
,"Arizona","04","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection","11088",0
,"Arizona","04","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","11089",0
,"Arizona","04","2023","2023","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis","11091",1
,"Arizona","04","2023","2023","Giardiasis","11570",160
,"Arizona","04","2023","2023","Gonorrhea","10280",14172
,"Arizona","04","2023","2023","Haemophilus influenzae, invasive disease, All ages, all serotypes","10590",136
,"Arizona","04","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Serotype b","10591",0
,"Arizona","04","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype","10593",2
,"Arizona","04","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable","10592",4
,"Arizona","04","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype","10597",1
,"Arizona","04","2023","2023","Hansen's disease","10380",0
,"Arizona","04","2023","2023","Hantavirus infection, non-hantavirus pulmonary syndrome","11610",0
,"Arizona","04","2023","2023","Hantavirus pulmonary syndrome","11590",6
,"Arizona","04","2023","2023","Hemolytic uremic syndrome post-diarrheal","11550",4
,"Arizona","04","2023","2023","Hepatitis, A","10110",54
,"Arizona","04","2023","2023","Hepatitis, B, acute","10100",20
,"Arizona","04","2023","2023","Hepatitis, B, perinatal infection","10104",0
,"Arizona","04","2023","2023","Hepatitis, C, acute","10101",Unavailable
,"Arizona","04","2023","2023","Hepatitis, C, acute, Confirmed","50228",Unavailable
,"Arizona","04","2023","2023","Hepatitis, C, acute, Probable","50229",Unavailable
,"Arizona","04","2023","2023","Hepatitis, C, perinatal infection","50248",0
,"Arizona","04","2023","2023","Human immunodeficiency virus diagnoses","10560",928
,"Arizona","04","2023","2023","Influenza-associated pediatric mortality","11061",5
,"Arizona","04","2023","2023","Invasive pneumococcal disease, All ages","11723",1133
,"Arizona","04","2023","2023","Invasive pneumococcal disease, All ages, Confirmed","50230",1126
,"Arizona","04","2023","2023","Invasive pneumococcal disease, All ages, Probable","50231",7
,"Arizona","04","2023","2023","Invasive pneumococcal disease, Age <5 years","11722",33
,"Arizona","04","2023","2023","Invasive pneumococcal disease, Age <5 years, Confirmed","50232",32
,"Arizona","04","2023","2023","Invasive pneumococcal disease, Age <5 years, Probable","50233",1
,"Arizona","04","2023","2023","Legionellosis","10490",115
,"Arizona","04","2023","2023","Leptospirosis","10390",0
,"Arizona","04","2023","2023","Listeriosis, Total","10640",9
,"Arizona","04","2023","2023","Listeriosis, Confirmed","10641",9
,"Arizona","04","2023","2023","Listeriosis, Probable","10642",0
,"Arizona","04","2023","2023","Lyme disease, Total","11080",16
,"Arizona","04","2023","2023","Lyme disease, Confirmed","11081",15
,"Arizona","04","2023","2023","Lyme disease, Probable","11082",1
,"Arizona","04","2023","2023","Malaria","10130",51
,"Arizona","04","2023","2023","Measles, Total","10140",0
,"Arizona","04","2023","2023","Measles, Indigenous","10500",0
,"Arizona","04","2023","2023","Measles, Imported","10510",0
,"Arizona","04","2023","2023","Melioidosis","11585",0
,"Arizona","04","2023","2023","Meningococcal disease, All serogroups","10150",8
,"Arizona","04","2023","2023","Meningococcal disease, Serogroups ACWY","10151",6
,"Arizona","04","2023","2023","Meningococcal disease, Serogroup B","10152",0
,"Arizona","04","2023","2023","Meningococcal disease, Other serogroups","10153",1
